"animal_type","month","year","intake_type","outcome_type","chip_status","time_at_shelter"
"OTHER",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",1,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",10
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",16
"DOG",11,2016,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",8
"DOG",9,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",3
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",52
"DOG",10,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",1
"DOG",11,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",34
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",10
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",1,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",8,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",2
"DOG",12,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"CAT",7,2017,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",19
"CAT",3,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",10,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",9,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",21
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",12,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"STRAY","OTHER","SCAN NO CHIP",2
"DOG",9,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"CAT",9,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"DOG",4,2017,"STRAY","OTHER","SCAN NO CHIP",0
"CAT",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",9
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",6,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",12
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",1
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"CAT",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",9,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",15
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"CAT",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",3
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",4,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",23
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",8,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",8
"DOG",2,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",1
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",1
"DOG",7,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"CAT",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",1,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"CAT",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"CAT",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",4,2017,"OWNER SURRENDER","RETURNED TO OWNER","SCAN CHIP",12
"CAT",10,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",33
"CAT",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",23
"DOG",10,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",1
"DOG",11,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",4,2017,"STRAY","RETURNED TO OWNER","OTHER",0
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",1
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"CAT",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",3,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",5
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",2
"DOG",9,2017,"STRAY","RETURNED TO OWNER","OTHER",0
"CAT",12,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"CAT",1,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",9,2017,"STRAY","ADOPTION","SCAN CHIP",7
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",4,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",1
"DOG",4,2017,"STRAY","EUTHANIZED","OTHER",5
"DOG",1,2017,"OWNER SURRENDER","RETURNED TO OWNER","SCAN NO CHIP",9
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",2
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"CAT",11,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",1,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",12,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",2
"CAT",8,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",8,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",9
"DOG",3,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"CAT",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",24
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",9,2017,"STRAY","ADOPTION","SCAN CHIP",11
"DOG",4,2017,"CONFISCATED","RETURNED TO OWNER","SCAN CHIP",50
"DOG",2,2017,"CONFISCATED","EUTHANIZED","OTHER",18
"DOG",8,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",11,2016,"CONFISCATED","EUTHANIZED","SCAN CHIP",14
"DOG",9,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"CAT",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"DOG",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",3,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",9
"CAT",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"CAT",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",3
"DOG",8,2017,"OWNER SURRENDER","OTHER","SCAN NO CHIP",4
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"DOG",11,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",6,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",8
"DOG",5,2017,"STRAY","OTHER","SCAN NO CHIP",33
"DOG",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",13
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",16
"DOG",5,2017,"CONFISCATED","ADOPTION","SCAN NO CHIP",11
"CAT",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",17
"CAT",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",9
"DOG",9,2017,"STRAY","ADOPTION","SCAN NO CHIP",12
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",1
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",15
"DOG",3,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",10
"CAT",9,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",8,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",15
"DOG",8,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",2
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",39
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",7,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",4
"DOG",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",2
"CAT",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",11,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",2,2017,"STRAY","ADOPTION","SCAN CHIP",10
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",5
"DOG",1,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"CAT",3,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",11
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",11,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",8,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",10
"DOG",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",12,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",20
"CAT",6,2017,"STRAY","EUTHANIZED","OTHER",0
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"OTHER",3,2017,"STRAY","EUTHANIZED","OTHER",0
"DOG",4,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",7
"DOG",9,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"CAT",1,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",11
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",4,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",13
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",19
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",4,2017,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",15
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",13
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",1,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"CAT",6,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",3
"DOG",2,2017,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",16
"DOG",10,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",1
"OTHER",8,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",12,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",9,2017,"OWNER SURRENDER","RETURNED TO OWNER","SCAN NO CHIP",5
"CAT",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"CAT",5,2017,"OWNER SURRENDER","OTHER","SCAN NO CHIP",2
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",1,2017,"STRAY","EUTHANIZED","SCAN CHIP",27
"DOG",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",4,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",4
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",18
"DOG",3,2017,"STRAY","ADOPTION","SCAN CHIP",14
"DOG",12,2016,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",20
"CAT",9,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",12,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"CAT",9,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",10
"DOG",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",5
"CAT",9,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",3,2017,"CONFISCATED","RETURNED TO OWNER","SCAN NO CHIP",10
"CAT",9,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",0
"DOG",12,2016,"OWNER SURRENDER","EUTHANIZED","OTHER",0
"DOG",3,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",8,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",1
"DOG",10,2016,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",6
"CAT",3,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",10
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",4,2017,"CONFISCATED","RETURNED TO OWNER","OTHER",14
"DOG",2,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",6
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",2,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",10
"DOG",2,2017,"OWNER SURRENDER","RETURNED TO OWNER","SCAN CHIP",1
"CAT",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",13
"DOG",5,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",7
"CAT",2,2017,"STRAY","EUTHANIZED","OTHER",4
"DOG",4,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"CAT",9,2017,"STRAY","OTHER","SCAN NO CHIP",2
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",6
"CAT",12,2016,"CONFISCATED","ADOPTION","SCAN NO CHIP",14
"CAT",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",64
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",12
"DOG",8,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",16
"DOG",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",14
"CAT",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",11
"DOG",6,2017,"CONFISCATED","RETURNED TO OWNER","SCAN CHIP",9
"DOG",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",1,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"DOG",7,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",4
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",5
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",13
"CAT",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",8,2017,"OWNER SURRENDER","OTHER","SCAN NO CHIP",3
"CAT",6,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",9
"DOG",11,2016,"CONFISCATED","RETURNED TO OWNER","OTHER",17
"DOG",5,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",2
"DOG",10,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",2
"DOG",9,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"CAT",10,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"CAT",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",2,2017,"STRAY","RETURNED TO OWNER","OTHER",0
"DOG",4,2017,"CONFISCATED","RETURNED TO OWNER","OTHER",10
"CAT",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",12,2016,"CONFISCATED","RETURNED TO OWNER","SCAN CHIP",8
"DOG",10,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",14
"CAT",9,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",2
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",2
"DOG",1,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",10,2016,"OWNER SURRENDER","RETURNED TO OWNER","SCAN CHIP",0
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",24
"CAT",5,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"CAT",6,2017,"STRAY","EUTHANIZED","OTHER",1
"DOG",7,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",7
"DOG",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",14
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",5
"DOG",9,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",0
"DOG",8,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",1
"DOG",4,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",1
"DOG",7,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",3
"DOG",11,2016,"OWNER SURRENDER","ADOPTION","SCAN CHIP",3
"CAT",10,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"CAT",6,2017,"OWNER SURRENDER","EUTHANIZED","OTHER",14
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",14
"DOG",9,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",2
"DOG",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",11
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",8
"DOG",6,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",6
"DOG",9,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"CAT",5,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",14
"DOG",9,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",11
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",5
"CAT",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",0
"CAT",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",13
"DOG",11,2016,"STRAY","RETURNED TO OWNER","SCAN CHIP",6
"DOG",12,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",10,2016,"OWNER SURRENDER","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",10,2016,"STRAY","ADOPTION","SCAN CHIP",52
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN CHIP",12
"DOG",5,2017,"STRAY","ADOPTION","SCAN NO CHIP",9
"DOG",4,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",0
"DOG",11,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",5
"DOG",5,2017,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",10
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",16
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",7
"DOG",10,2016,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",11
"DOG",6,2017,"STRAY","ADOPTION","SCAN CHIP",13
"CAT",4,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",0
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",8
"DOG",1,2017,"CONFISCATED","EUTHANIZED","SCAN NO CHIP",23
"DOG",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",12
"DOG",11,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",5
"DOG",5,2017,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",1
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",6
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",14
"DOG",4,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",16
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",1
"DOG",9,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","ADOPTION","SCAN NO CHIP",5
"CAT",9,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",5,2017,"STRAY","ADOPTION","SCAN CHIP",11
"DOG",2,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",12
"DOG",1,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",5
"CAT",9,2017,"STRAY","EUTHANIZED","OTHER",0
"DOG",7,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",3,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",7,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",8
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",42
"DOG",11,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",4
"DOG",7,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",6,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",9
"DOG",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",0
"DOG",6,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",4
"DOG",12,2016,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",8,2017,"STRAY","ADOPTION","SCAN NO CHIP",15
"DOG",8,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",3
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",13
"CAT",4,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",9
"DOG",11,2016,"OWNER SURRENDER","EUTHANIZED","SCAN CHIP",11
"DOG",11,2016,"STRAY","ADOPTION","SCAN NO CHIP",11
"DOG",9,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",4
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",5
"CAT",8,2017,"STRAY","EUTHANIZED","SCAN NO CHIP",7
"DOG",2,2017,"STRAY","ADOPTION","SCAN NO CHIP",4
"DOG",12,2016,"STRAY","EUTHANIZED","SCAN NO CHIP",17
"DOG",10,2016,"STRAY","ADOPTION","SCAN NO CHIP",30
"DOG",3,2017,"STRAY","ADOPTION","SCAN CHIP",11
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",6
"DOG",7,2017,"STRAY","ADOPTION","SCAN NO CHIP",9
"DOG",8,2017,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",1
"DOG",2,2017,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",13
"DOG",12,2016,"OWNER SURRENDER","EUTHANIZED","SCAN NO CHIP",0
"DOG",4,2017,"STRAY","ADOPTION","SCAN NO CHIP",15
"DOG",3,2017,"OWNER SURRENDER","ADOPTION","SCAN NO CHIP",4
"DOG",9,2017,"OWNER SURRENDER","OTHER","SCAN NO CHIP",3
"DOG",12,2016,"STRAY","RETURNED TO OWNER","SCAN CHIP",0
"DOG",11,2016,"STRAY","RETURNED TO OWNER","SCAN NO CHIP",0
"DOG",5,2017,"STRAY","RETURNED TO OWNER","SCAN CHIP",8
"DOG",6,2017,"OWNER SURRENDER","ADOPTION","SCAN CHIP",7
